id,start_pos,end_pos,type,alias,wb_id,score
49,2013,2021,LOC,Mercer >> en,Q253705,-1.9780601263046265
49,2066,2077,LOC,Grand Canal (Venice) >> en,Q309243,-0.20625410974025726
49,2101,2110,PER,Giorgione >> en,Q8459,-0.1825471818447113
49,2141,2148,PER,Titian >> en,Q47551,0.017898663878440857
49,2331,2338,PER,Titian >> en,Q47551,0.0032771527767181396
50,0,21,PER,Andrea del Verrocchio >> en,Q183458,-0.08644731342792511
50,682,688,PER,Andrea del Verrocchio >> en,Q183458,-0.123371921479702
50,1014,1044,LOC,Florence Cathedral >> en,Q191739,0.17895497381687164
50,1036,1044,LOC,Florence >> en,Q2044,-0.16300790011882782
50,1376,1394,ORG,Guilds of Florence >> en,Q744544,-0.5267432928085327
50,1453,1464,LOC,San Giovanni in Laterano >> en,Q84090,0.16144773364067078
50,1578,1582,LOC,Rome >> en,Q220,-0.24545051157474518
50,1618,1626,PER,Apostles >> en,Q43412,-0.20933514833450317
50,1669,1687,LOC,Papal household >> en,Q1510907,-1.0722192525863647
50,1683,1687,PER,Pope >> en,Q19546,-0.21673503518104553
50,1765,1776,PER,Pope Sixtus I >> en,Q81634,-0.4822186529636383
50,1786,1792,PER,Andrea del Verrocchio >> en,Q183458,-0.07873344421386719
51,60,68,LOC,Florence >> en,Q2044,-0.1767449676990509
51,391,397,PER,Andrea di Cosimo >> en,Q2846439,-1.0871028900146484
51,451,457,PER,Andrea di Cosimo >> en,Q2846439,-1.032431721687317
51,496,502,PER,Orsino >> en,Q16880801,-1.556693434715271
51,686,705,PER,"Giuliano de' Medici, Duke of Nemours >> en",Q333340,-0.4040077328681946
51,745,752,PER,Lorenzo de' Medici >> en,Q177854,-0.3974933326244354
51,773,791,LOC,Florence Cathedral >> en,Q191739,0.3163355588912964
51,846,853,LOC,Lorenzo de' Medici >> en,Q177854,-0.32611414790153503
51,926,929,PER,God >> en,Q190,-0.2860155403614044
51,961,967,PER,Orsino >> en,Q16880801,-1.1107571125030518
51,1066,1072,PER,Andrea di Cosimo >> en,Q2846439,-1.0160436630249023
51,1674,1704,LOC,"Santa Maria del Fiore, Florence >> en",Q191739,-1.4438923597335815
51,1688,1704,ORG,Claretians >> en,Q1095569,-1.473793625831604
51,1712,1727,LOC,Via San Gallo >> it,Q4010724,-1.3232468366622925
51,1745,1753,MISC,Crucifix >> en,Q20460,-0.25880876183509827
51,1809,1816,PER,Lorenzo de' Medici >> en,Q177854,-0.32977327704429626
51,2129,2137,LOC,Florence >> en,Q2044,-0.17025819420814514
51,2160,2190,LOC,Oratory of Saint Philip Neri >> en,Q247132,-1.5495061874389648
51,2288,2319,LOC,"Santa Maria degli Angeli, Assisi >> en",Q938802,-0.350533127784729
51,2313,2319,LOC,Assisi >> en,Q20103,-0.21399614214897156
51,2343,2350,PER,Madonna (art) >> en,Q926743,-0.28226450085639954
51,2381,2399,PER,Lorenzo de' Medici >> en,Q177854,-0.1787048876285553
51,2487,2495,LOC,Santa Maria del Fiore >> en,Q191739,-0.3735145628452301
51,2512,2518,LOC,Assisi >> en,Q20103,-0.2110350877046585
51,2534,2546,LOC,Basilica of Saint Francis of Assisi >> en,Q207486,-0.22979289293289185
51,2601,2607,PER,Cosimo de' Medici >> en,Q48544,-0.3038455545902252
51,2703,2717,LOC,Servite Order >> en,Q615923,-1.1867703199386597
51,2737,2743,PER,Orsino >> en,Q16880801,-0.8518920540809631
52,0,15,PER,"Francesco Maria I della Rovere, Duke of Urbino >> en",Q555015,-0.5173851251602173
52,30,36,LOC,Urbino >> en,Q2759,-0.19611072540283203
52,72,91,LOC,Vado Ligure >> en,Q271350,-1.2132785320281982
52,109,114,LOC,Vado Ligure >> en,Q271350,-0.8030930757522583
52,173,191,PER,Ottaviano Zuccari >> en,Q301304,-1.6274663209915161
52,234,240,PER,Taddeo Zucchero >> en,Q434058,0.31324219703674316
52,540,549,PER,Ottaviano >> en,Q72293,-0.8094668388366699
52,566,580,PER,Pompeo da Fano >> en,Q23617752,-0.30593234300613403
52,576,580,LOC,Fano >> en,Q13142,-0.22947770357131958
52,639,647,PER,Pompeo da Fano >> en,Q23617752,-0.2724408209323883
52,667,673,PER,Taddeo Zucchero >> en,Q434058,0.3448711633682251
52,713,724,LOC,Vado Ligure >> en,Q271350,-2.0117225646972656
52,1180,1184,LOC,Rome >> en,Q220,-0.2357269525527954
52,1399,1408,PER,Francesco da Urbino >> en,Q3043131,-1.2551665306091309
52,1417,1428,PER,Vado Ligure >> en,Q271350,-2.3558783531188965
52,1477,1492,PER,Perino del Vaga >> en,Q918778,0.24882128834724426
52,1637,1646,PER,Francesco >> en,Q2268455,-1.8097578287124634
52,1937,1941,LOC,Rome >> en,Q220,-0.2510348856449127
53,27,42,PER,Pope Clement IX >> en,Q155961,-2.5531511306762695
53,56,60,PER,Pope >> en,Q19546,-0.2505851089954376
53,232,241,LOC,Belvedere (structure) >> en,Q816265,-0.46900027990341187
53,274,286,PER,Pope Paul IV >> en,Q101430,-0.21642230451107025
53,390,403,PER,Pirro Ligorio >> en,Q736090,-0.0651187002658844
53,484,510,PER,Federico Barocci >> en,Q316731,0.0010978281497955322
53,504,510,LOC,Urbino >> en,Q2759,-0.1812925487756729
53,542,556,PER,Leonardo da Vinci >> en,Q762,-2.975205421447754
53,561,577,PER,Durante del Nero >> en,Q1165466,-0.35829710960388184
53,587,605,LOC,Sansepolcro >> en,Q52098,-0.0023589730262756348
53,749,759,PER,Titi >> en,Q19816406,-2.8437578678131104
53,774,782,LOC,Florence >> en,Q2044,-0.1856854259967804
53,892,909,PER,Federico Zuccari >> en,Q345605,0.4066413342952728
53,926,932,PER,Taddeo Zuccari >> en,Q434058,0.4079487919807434
53,942,971,PER,Giovanni di Giovanni >> en,Q36449,-3.364250659942627
53,1181,1187,PER,Jesus >> en,Q302,0.07850891351699829
53,1223,1238,MISC,Transfiguration of Jesus >> en,Q201201,-0.0746813714504242
53,1244,1271,MISC,Cana in Galilee >> en,Q431382,-2.89605712890625
53,1256,1260,LOC,Cana >> en,Q431382,-0.3685731887817383
53,1264,1271,LOC,Galilee >> en,Q83241,-0.19461572170257568
53,1281,1290,PER,Centurion >> en,Q26409,-0.22605563700199127
53,1307,1313,PER,Jesus >> en,Q302,0.050975799560546875
53,1370,1389,PER,Orazio Sammacchini >> en,Q2619534,0.11513093113899231
53,1438,1461,PER,Lorenzo Costa >> en,Q357807,-0.1092493087053299
53,1455,1461,LOC,Mantua >> en,Q6247,-0.2918417453765869
53,1472,1489,PER,Federico Zuccari >> en,Q345605,0.32263174653053284
53,1623,1632,LOC,Belvedere (structure) >> en,Q816265,-0.4539402425289154
53,1697,1702,PER,Moses >> en,Q9077,-0.15098047256469727
53,1707,1714,PER,Pharaoh >> en,Q37110,-0.24761059880256653
53,1832,1840,PER,Federico Zucchero >> en,Q345605,0.3848242461681366
53,1876,1907,PER,Vincenzo Borghini >> en,Q1459953,0.1427708864212036
53,2007,2015,PER,Federico Zucchero >> en,Q345605,0.36954087018966675
53,2028,2033,PER,Angel >> en,Q235113,-0.18252788484096527
53,2060,2065,LOC,Egypt >> en,Q79,-0.2025425136089325
53,2232,2240,PER,Federico Zucchero >> en,Q345605,0.37829315662384033
53,2341,2345,LOC,Rome >> en,Q220,-0.2610720694065094
53,2361,2369,LOC,Florence >> en,Q2044,-0.1974530667066574
53,2722,2730,PER,Federigo Zucchero >> en,Q345605,0.23909610509872437
53,2746,2765,LOC,Papal household >> en,Q1510907,-2.125244379043579
53,2790,2802,PER,Pope Pius IV >> en,Q161983,-0.20101489126682281
53,2834,2841,MISC,Justice >> en,Q5167661,-0.3892110288143158
53,2846,2852,MISC,Equity (law) >> en,Q2578557,-0.3387799859046936
53,2900,2906,PER,Taddeo Zucchero >> en,Q434058,0.3207065463066101
53,2944,2953,LOC,Caprarola >> en,Q160262,-0.2410615086555481
53,2972,2983,LOC,San Marcello al Corso >> en,Q972881,-0.6785833835601807
